08/10/2015,1402,119.66,119.7,119.64,119.7,72754
08/10/2015,1403,119.7,119.72,119.67,119.68,78695
08/10/2015,1404,119.68,119.7,119.65,119.68,98115
08/10/2015,1405,119.68,119.77,119.64,119.64,150445
08/10/2015,1406,119.64,119.73,119.63,119.73,61568
08/10/2015,1407,119.73,119.78,119.69,119.78,63951
08/10/2015,1408,119.78,119.78,119.7,119.76,109020
08/10/2015,1409,119.76,119.77,119.7,119.72,85740
08/10/2015,1410,119.72,119.75,119.7,119.75,46270
08/10/2015,1411,119.75,119.78,119.75,119.77,71155
08/10/2015,1412,119.76,119.78,119.75,119.77,78294
08/10/2015,1413,119.77,119.82,119.76,119.81,128079
08/10/2015,1414,119.81,119.83,119.77,119.8,118503
08/10/2015,1415,119.8,119.91,119.8,119.9,165312
08/10/2015,1416,119.91,119.95,119.88,119.94,158548
08/10/2015,1417,119.95,119.97,119.93,119.96,218828
08/10/2015,1418,119.97,119.98,119.85,119.95,211942
08/10/2015,1419,119.94,119.98,119.89,119.92,128676
08/10/2015,1420,119.92,119.93,119.86,119.91,115364
08/10/2015,1421,119.91,119.97,119.89,119.91,116420
08/10/2015,1422,119.91,119.93,119.85,119.93,81594
08/10/2015,1423,119.92,119.96,119.84,119.84,136325
08/10/2015,1424,119.83,119.87,119.82,119.85,68650
08/10/2015,1425,119.85,119.89,119.83,119.86,77903
08/10/2015,1426,119.86,119.88,119.76,119.8,158835
08/10/2015,1427,119.8,119.81,119.71,119.72,176787
08/10/2015,1428,119.72,119.75,119.71,119.75,87186
08/10/2015,1429,119.75,119.84,119.74,119.78,128715
08/10/2015,1430,119.78,119.86,119.78,119.86,73761
08/10/2015,1431,119.86,119.92,119.84,119.92,131013
08/10/2015,1432,119.92,119.95,119.89,119.91,149825
08/10/2015,1433,119.9,119.92,119.86,119.88,71192
08/10/2015,1434,119.89,119.9,119.84,119.89,89634
08/10/2015,1435,119.89,119.92,119.86,119.92,81632
08/10/2015,1436,119.92,119.99,119.91,119.98,133665
08/10/2015,1437,119.98,119.98,119.92,119.94,109756
08/10/2015,1438,119.94,119.94,119.87,119.88,88254
08/10/2015,1439,119.89,119.93,119.88,119.93,82383
08/10/2015,1440,119.92,119.92,119.83,119.85,80222
08/10/2015,1441,119.84,119.89,119.84,119.85,56489
08/10/2015,1442,119.85,119.85,119.81,119.82,57728
08/10/2015,1443,119.82,119.84,119.81,119.83,62555
08/10/2015,1444,119.83,119.85,119.8,119.81,76184
08/10/2015,1445,119.81,119.82,119.73,119.74,95539
08/10/2015,1446,119.74,119.74,119.64,119.65,128788
